doenca,localidade,ano,semana_epidemiologica,semana_ano,data_inicio_semana,casos_notificados,casos_confirmados,casos_fem,casos_masc,casos_0_19,casos_20_59,casos_60_mais
Dengue,Guarujá,2025,3,202503,2025-01-19,7,7,2,5,1,6,0
Dengue,Guarujá,2025,4,202504,2025-01-26,28,27,15,13,6,20,2
Dengue,Guarujá,2025,5,202505,2025-02-02,30,30,13,17,8,18,4
Dengue,Guarujá,2025,6,202506,2025-02-09,34,34,12,22,7,23,4
Dengue,Guarujá,2025,7,202507,2025-02-16,110,106,49,61,25,74,11
Dengue,Guarujá,2025,8,202508,2025-02-23,103,103,55,48,18,79,6
Dengue,Guarujá,2025,9,202509,2025-03-02,151,150,71,80,26,117,8
Dengue,Guarujá,2025,10,202510,2025-03-09,123,118,68,55,18,99,6
Dengue,Guarujá,2025,11,202511,2025-03-16,86,86,47,39,22,58,6
Dengue,Guarujá,2025,12,202512,2025-03-23,114,114,64,50,25,83,6
Dengue,Guarujá,2025,13,202513,2025-03-30,158,156,98,60,40,105,13
Dengue,Guarujá,2025,14,202514,2025-04-06,143,141,77,66,38,92,13
Dengue,Guarujá,2025,15,202515,2025-04-13,205,203,114,91,53,138,14
Dengue,Guarujá,2025,16,202516,2025-04-20,159,158,80,79,36,106,17
Dengue,Guarujá,2025,17,202517,2025-04-27,204,204,98,106,62,132,10
Dengue,Guarujá,2025,18,202518,2025-05-04,219,219,126,93,61,139,19
Dengue,Guarujá,2025,19,202519,2025-05-11,222,219,112,110,75,128,19
Dengue,Guarujá,2025,20,202520,2025-05-18,153,153,82,71,34,107,12
Dengue,Guarujá,2025,21,202521,2025-05-25,160,160,76,84,50,99,11
Dengue,Guarujá,2025,22,202522,2025-06-01,168,162,85,83,52,109,7
Dengue,Guarujá,2025,23,202523,2025-06-08,121,120,68,53,32,83,6
Dengue,Guarujá,2025,24,202524,2025-06-15,81,81,44,37,26,50,5
Dengue,Guarujá,2025,25,202525,2025-06-22,58,58,29,29,13,43,2
Dengue,Guarujá,2025,26,202526,2025-06-29,61,61,34,27,13,47,1
Dengue,Guarujá,2025,27,202527,2025-07-06,39,38,22,17,9,29,1
Dengue,Guarujá,2025,28,202528,2025-07-13,42,42,24,18,9,28,5
Dengue,Guarujá,2025,29,202529,2025-07-20,22,22,14,8,2,19,1
Dengue,Guarujá,2025,30,202530,2025-07-27,19,17,6,13,5,12,2
Dengue,Guarujá,2025,31,202531,2025-08-03,18,17,10,8,2,12,4
Dengue,Guarujá,2025,32,202532,2025-08-10,24,24,11,13,11,12,1
Dengue,Guarujá,2025,33,202533,2025-08-17,12,12,3,9,2,9,1
Dengue,Guarujá,2025,34,202534,2025-08-24,20,19,9,11,3,16,1
Dengue,Guarujá,2025,35,202535,2025-08-31,13,13,8,5,4,9,0
Dengue,Guarujá,2025,36,202536,2025-09-07,19,19,9,10,4,15,0
Dengue,Guarujá,2025,37,202537,2025-09-14,18,18,7,11,3,13,2
Dengue,Guarujá,2025,38,202538,2025-09-21,22,22,10,12,5,17,0
Dengue,Guarujá,2025,39,202539,2025-09-28,12,12,7,5,3,8,1
Dengue,Guarujá,2025,40,202540,2025-10-05,24,24,10,14,5,18,1
Dengue,Guarujá,2025,41,202541,2025-10-12,15,15,11,4,3,11,1
Dengue,Guarujá,2025,42,202542,2025-10-19,13,13,7,6,3,9,1
Dengue,Guarujá,2025,43,202543,2025-10-26,26,26,12,14,4,20,2
Dengue,Guarujá,2025,44,202544,2025-11-02,27,27,11,16,4,19,4
Dengue,Guarujá,2025,45,202545,2025-11-09,38,37,21,17,12,26,0
Dengue,Guarujá,2025,46,202546,2025-11-16,28,27,12,16,7,21,0
Dengue,Guarujá,2025,47,202547,2025-11-23,14,14,7,7,2,10,2
Dengue,Guarujá,2025,48,202548,2025-11-30,26,26,15,11,8,18,0
Dengue,Guarujá,2025,49,202549,2025-12-07,12,12,8,4,3,8,1
Dengue,Guarujá,2025,50,202550,2025-12-14,14,14,5,9,1,13,0
Dengue,Guarujá,2025,51,202551,2025-12-21,23,23,10,13,5,18,0
Dengue,Guarujá,2025,52,202552,2025-12-28,23,22,11,12,5,17,1
Dengue,Guarujá,2025,53,202553,2026-01-04,14,12,7,7,4,9,1
Dengue,Guarujá,2026,1,202601,2026-01-04,13,12,7,6,4,4,5
Dengue,Guarujá,2026,2,202602,2026-01-11,15,14,10,5,6,9,0
Dengue,Guarujá,2026,3,202603,2026-01-18,10,10,2,8,7,3,0
Dengue,Guarujá,2026,4,202604,2026-01-25,17,17,10,7,3,13,1
Dengue,Guarujá,2026,5,202605,2026-02-01,25,24,17,8,4,18,3
Dengue,Guarujá,2026,6,202606,2026-02-08,33,31,13,20,11,18,4
Dengue,Guarujá,2026,7,202607,2026-02-15,37,36,17,20,7,27,3
Dengue,Guarujá,2026,8,202608,2026-02-22,36,36,16,20,11,24,1
Dengue,Guarujá,2026,9,202609,2026-03-01,38,36,17,21,13,23,2
Dengue,Guarujá,2026,10,202610,2026-03-08,35,33,19,16,18,16,1
Dengue,Guarujá,2026,11,202611,2026-03-15,59,55,26,33,14,42,3
Dengue,Guarujá,2026,12,202612,2026-03-22,57,53,22,35,19,36,2
Dengue,Guarujá,2026,13,202613,2026-03-29,48,47,23,25,16,30,2
Dengue,Guarujá,2026,14,202614,2026-04-05,62,60,35,27,15,44,3
Dengue,Guarujá,2026,15,202615,2026-04-12,55,51,32,23,16,34,5
Dengue,Guarujá,2026,16,202616,2026-04-19,48,47,27,21,11,37,0
Dengue,Guarujá,2026,17,202617,2026-04-26,55,54,24,31,9,41,5
Dengue,Guarujá,2026,18,202618,2026-05-03,29,28,13,16,8,18,3
Dengue,Guarujá,2026,19,202619,2026-05-10,28,28,17,11,9,18,1
Dengue,Guarujá,2026,20,202620,2026-05-17,18,18,8,10,10,8,0
Dengue,Guarujá,2026,21,202621,2026-05-24,31,30,18,13,8,21,2
Dengue,Guarujá,2026,22,202622,2026-05-31,30,29,16,14,10,15,5
Dengue,Guarujá,2026,23,202623,2026-06-07,27,26,13,14,5,19,3
Dengue,Guarujá,2026,24,202624,2026-06-14,23,22,12,11,4,19,0
Dengue,Guarujá,2026,25,202625,2026-06-21,38,37,18,20,10,25,3
Dengue,Guarujá,2026,26,202626,2026-06-28,45,43,20,25,13,29,3
Dengue,Guarujá,2026,27,202627,2026-07-05,27,25,16,11,7,18,2
Dengue,Guarujá,2026,28,202628,2026-07-12,13,13,6,7,3,10,0
Dengue,Guarujá,2026,29,202629,2026-07-19,24,22,13,11,6,17,1
Dengue,Guarujá,2026,30,202630,2026-07-26,18,18,6,12,8,9,1
Dengue,Guarujá,2026,31,202631,2026-08-02,28,28,18,10,11,14,3
Dengue,Guarujá,2026,32,202632,2026-08-09,22,21,9,13,2,18,2
Dengue,Guarujá,2026,33,202633,2026-08-16,26,24,16,10,8,16,2
Dengue,Guarujá,2026,34,202634,2026-08-23,18,11,10,8,3,13,2
Dengue,Guarujá,2026,35,202635,2026-08-30,11,3,7,4,3,6,2
Dengue,Praia Grande,2021,1,202101,2021-01-03,3,1,2,1,2,1,0
Dengue,Praia Grande,2021,2,202102,2021-01-10,18,4,10,8,8,10,0
Dengue,Praia Grande,2021,3,202103,2021-01-17,29,12,15,14,15,14,0
Dengue,Praia Grande,2021,4,202104,2021-01-24,45,20,29,16,20,22,3
Dengue,Praia Grande,2021,5,202105,2021-01-31,68,16,48,20,24,44,0
Dengue,Praia Grande,2021,6,202106,2021-02-07,93,30,53,40,41,47,5
Dengue,Praia Grande,2021,7,202107,2021-02-14,141,68,87,54,56,70,15
Dengue,Praia Grande,2021,8,202108,2021-02-21,172,80,96,76,64,94,14
Dengue,Praia Grande,2021,9,202109,2021-02-28,223,90,124,99,68,127,28
Dengue,Praia Grande,2021,10,202110,2021-03-07,220,106,133,87,59,127,34
Dengue,Praia Grande,2021,11,202111,2021-03-14,266,95,176,90,68,156,42
Dengue,Praia Grande,2021,12,202112,2021-03-21,265,127,166,99,52,158,55
Dengue,Praia Grande,2021,13,202113,2021-03-28,298,134,195,103,54,198,46
Dengue,Praia Grande,2021,14,202114,2021-04-04,524,415,310,214,110,341,73
Dengue,Praia Grande,2021,15,202115,2021-04-11,232,193,128,104,62,127,43
Dengue,Praia Grande,2021,16,202116,2021-04-18,152,126,87,65,47,80,25
Dengue,Praia Grande,2021,17,202117,2021-04-25,123,95,75,48,34,71,18
Dengue,Praia Grande,2021,18,202118,2021-05-02,68,53,36,32,25,39,4
Dengue,Praia Grande,2021,19,202119,2021-05-09,62,56,37,25,19,32,11
Dengue,Praia Grande,2021,20,202120,2021-05-16,51,51,29,22,16,24,11
Dengue,Praia Grande,2021,21,202121,2021-05-23,17,7,13,4,3,13,1
Dengue,Praia Grande,2021,22,202122,2021-05-30,16,9,10,6,4,10,2
Dengue,Praia Grande,2021,23,202123,2021-06-06,13,12,9,4,1,10,2
Dengue,Praia Grande,2021,24,202124,2021-06-13,10,6,4,6,2,6,2
Dengue,Praia Grande,2021,25,202125,2021-06-20,4,3,2,2,2,2,0
Dengue,Praia Grande,2021,26,202126,2021-06-27,4,3,3,1,0,3,1
Dengue,Praia Grande,2021,27,202127,2021-07-04,8,0,3,5,3,4,1
Dengue,Praia Grande,2021,28,202128,2021-07-11,10,1,7,3,0,7,3
Dengue,Praia Grande,2021,29,202129,2021-07-18,4,1,3,1,1,3,0
Dengue,Praia Grande,2021,30,202130,2021-07-25,2,1,1,1,1,1,0
Dengue,Praia Grande,2021,31,202131,2021-08-01,1,0,1,0,0,1,0
Dengue,Praia Grande,2021,32,202132,2021-08-08,1,0,1,0,0,1,0
Dengue,Praia Grande,2021,33,202133,2021-08-15,4,0,4,0,0,4,0
Dengue,Praia Grande,2021,34,202134,2021-08-22,2,0,0,2,2,0,0
Dengue,Praia Grande,2021,36,202136,2021-09-05,1,0,0,1,0,1,0
Dengue,Praia Grande,2021,37,202137,2021-09-12,1,0,1,0,1,0,0
Dengue,Praia Grande,2021,38,202138,2021-09-19,2,0,1,1,0,1,1
Dengue,Praia Grande,2021,39,202139,2021-09-26,1,0,0,1,1,0,0
Dengue,Praia Grande,2021,40,202140,2021-10-03,2,0,1,1,1,1,0
Dengue,Praia Grande,2021,42,202142,2021-10-17,2,0,2,0,1,1,0
Dengue,Praia Grande,2021,43,202143,2021-10-24,2,0,1,1,0,2,0
Dengue,Praia Grande,2021,44,202144,2021-10-31,5,0,3,2,1,3,1
Dengue,Praia Grande,2021,45,202145,2021-11-07,2,0,0,2,1,0,1
Dengue,Praia Grande,2021,46,202146,2021-11-14,3,1,2,1,0,2,1
Dengue,Praia Grande,2021,47,202147,2021-11-21,2,0,2,0,0,2,0
Dengue,Praia Grande,2021,48,202148,2021-11-28,1,0,0,1,1,0,0
Dengue,Praia Grande,2021,49,202149,2021-12-05,4,0,4,0,1,3,0
Dengue,Praia Grande,2021,50,202150,2021-12-12,6,0,5,1,2,4,0
Dengue,Praia Grande,2021,51,202151,2021-12-19,4,0,2,2,3,1,0
Dengue,Praia Grande,2022,5,202205,2022-01-30,1,1,1,0,0,1,0
Dengue,Praia Grande,2022,7,202207,2022-02-13,2,2,2,0,2,0,0
Dengue,Praia Grande,2022,9,202209,2022-02-27,1,0,0,1,0,0,1
Dengue,Praia Grande,2022,11,202211,2022-03-13,1,1,1,0,0,1,0
Dengue,Praia Grande,2022,12,202212,2022-03-20,1,1,0,1,1,0,0
Dengue,Praia Grande,2022,15,202215,2022-04-10,2,2,0,2,0,2,0
Dengue,Praia Grande,2022,16,202216,2022-04-17,3,1,2,1,3,0,0
Dengue,Praia Grande,2022,18,202218,2022-05-01,1,1,1,0,0,1,0
Dengue,Praia Grande,2022,19,202219,2022-05-08,3,3,3,0,0,3,0
Dengue,Praia Grande,2022,20,202220,2022-05-15,2,2,0,2,0,2,0
Dengue,Praia Grande,2022,21,202221,2022-05-22,3,2,1,2,1,2,0
Dengue,Praia Grande,2022,22,202222,2022-05-29,1,1,1,0,0,0,1
Dengue,Praia Grande,2022,28,202228,2022-07-10,1,1,0,1,0,1,0
Dengue,Praia Grande,2022,30,202230,2022-07-24,2,2,1,1,0,2,0
Dengue,Praia Grande,2022,31,202231,2022-07-31,1,1,1,0,1,0,0
Dengue,Praia Grande,2022,34,202234,2022-08-21,1,1,1,0,0,1,0
Dengue,Praia Grande,2022,45,202245,2022-11-06,1,0,1,0,0,1,0
Dengue,Praia Grande,2022,46,202246,2022-11-13,2,0,2,0,0,1,1
Dengue,Praia Grande,2022,49,202249,2022-12-04,1,0,1,0,0,1,0
Dengue,Praia Grande,2023,2,202302,2023-01-08,2,1,1,1,0,1,1
Dengue,Praia Grande,2023,4,202304,2023-01-22,1,1,0,1,1,0,0
Dengue,Praia Grande,2023,7,202307,2023-02-12,1,1,1,0,0,1,0
Dengue,Praia Grande,2023,9,202309,2023-02-26,1,0,0,1,0,1,0
Dengue,Praia Grande,2023,10,202310,2023-03-05,2,0,2,0,0,2,0
Dengue,Praia Grande,2023,12,202312,2023-03-19,1,0,1,0,1,0,0
Dengue,Praia Grande,2023,13,202313,2023-03-26,4,2,2,2,1,3,0
Dengue,Praia Grande,2023,15,202315,2023-04-09,1,1,0,1,0,0,1
Dengue,Praia Grande,2023,16,202316,2023-04-16,5,4,2,3,0,4,1
Dengue,Praia Grande,2023,17,202317,2023-04-23,3,3,2,1,1,2,0
Dengue,Praia Grande,2023,19,202319,2023-05-07,4,4,2,2,3,1,0
Dengue,Praia Grande,2023,20,202320,2023-05-14,2,2,2,0,0,2,0
Dengue,Praia Grande,2023,21,202321,2023-05-21,6,5,3,3,2,4,0
Dengue,Praia Grande,2023,22,202322,2023-05-28,1,1,0,1,1,0,0
Dengue,Praia Grande,2023,23,202323,2023-06-04,3,3,2,1,0,3,0
Dengue,Praia Grande,2023,24,202324,2023-06-11,4,4,2,2,2,2,0
Dengue,Praia Grande,2023,25,202325,2023-06-18,4,3,4,0,2,2,0
Dengue,Praia Grande,2023,26,202326,2023-06-25,2,2,1,1,0,2,0
Dengue,Praia Grande,2023,27,202327,2023-07-02,2,2,2,0,0,2,0
Dengue,Praia Grande,2023,29,202329,2023-07-16,4,2,2,2,2,2,0
Dengue,Praia Grande,2023,30,202330,2023-07-23,2,2,2,0,1,1,0
Dengue,Praia Grande,2023,31,202331,2023-07-30,3,2,2,1,1,2,0
Dengue,Praia Grande,2023,32,202332,2023-08-06,3,1,2,1,1,2,0
Dengue,Praia Grande,2023,33,202333,2023-08-13,2,1,2,0,1,1,0
Dengue,Praia Grande,2023,34,202334,2023-08-20,2,2,2,0,1,1,0
Dengue,Praia Grande,2023,36,202336,2023-09-03,1,0,1,0,0,1,0
Dengue,Praia Grande,2023,37,202337,2023-09-10,2,1,1,1,1,1,0
Dengue,Praia Grande,2023,38,202338,2023-09-17,3,1,1,2,1,2,0
Dengue,Praia Grande,2023,40,202340,2023-10-01,3,2,1,2,1,2,0
Dengue,Praia Grande,2023,42,202342,2023-10-15,16,6,6,10,9,7,0
Dengue,Praia Grande,2023,43,202343,2023-10-22,13,10,3,10,6,4,3
Dengue,Praia Grande,2023,44,202344,2023-10-29,9,5,5,4,6,3,0
Dengue,Praia Grande,2023,45,202345,2023-11-05,15,9,6,9,5,9,1
Dengue,Praia Grande,2023,46,202346,2023-11-12,7,4,5,2,3,4,0
Dengue,Praia Grande,2023,47,202347,2023-11-19,4,4,4,0,1,3,0
Dengue,Praia Grande,2023,48,202348,2023-11-26,5,5,4,1,1,4,0
Dengue,Praia Grande,2023,49,202349,2023-12-03,5,4,2,3,1,2,2
Dengue,Praia Grande,2023,50,202350,2023-12-10,7,5,5,2,3,3,1
Dengue,Praia Grande,2023,51,202351,2023-12-17,3,3,1,2,2,1,0
Dengue,Praia Grande,2023,52,202352,2023-12-24,6,5,3,3,2,4,0
Dengue,Praia Grande,2024,1,202401,2024-01-07,1,1,0,1,0,1,0
Dengue,Praia Grande,2024,2,202402,2024-01-14,5,5,2,3,2,3,0
Dengue,Praia Grande,2024,3,202403,2024-01-21,8,6,6,2,2,6,0
Dengue,Praia Grande,2024,4,202404,2024-01-28,14,13,5,9,2,11,1
Dengue,Praia Grande,2024,5,202405,2024-02-04,33,30,22,11,4,26,3
Dengue,Praia Grande,2024,6,202406,2024-02-11,34,21,15,19,5,27,2
Dengue,Praia Grande,2024,7,202407,2024-02-18,55,39,38,17,14,33,8
Dengue,Praia Grande,2024,8,202408,2024-02-25,119,77,68,51,16,81,22
Dengue,Praia Grande,2024,9,202409,2024-03-03,60,52,30,30,14,37,9
Dengue,Praia Grande,2024,10,202410,2024-03-10,50,49,30,20,14,29,7
Dengue,Praia Grande,2024,11,202411,2024-03-17,81,81,48,33,27,38,16
Dengue,Praia Grande,2024,12,202412,2024-03-24,102,100,62,40,35,50,17
Dengue,Praia Grande,2024,13,202413,2024-03-31,111,110,73,38,35,61,15
Dengue,Praia Grande,2024,14,202414,2024-04-07,123,123,81,42,32,76,15
Dengue,Praia Grande,2024,15,202415,2024-04-14,177,176,109,68,49,90,38
Dengue,Praia Grande,2024,16,202416,2024-04-21,130,129,70,60,38,68,24
Dengue,Praia Grande,2024,17,202417,2024-04-28,203,199,132,71,68,101,34
Dengue,Praia Grande,2024,18,202418,2024-05-05,197,190,111,86,55,98,44
Dengue,Praia Grande,2024,19,202419,2024-05-12,200,200,118,82,64,99,37
Dengue,Praia Grande,2024,20,202420,2024-05-19,224,218,122,102,71,109,44
Dengue,Praia Grande,2024,21,202421,2024-05-26,203,190,106,97,73,99,31
Dengue,Praia Grande,2024,22,202422,2024-06-02,130,126,79,51,48,65,17
Dengue,Praia Grande,2024,23,202423,2024-06-09,109,105,54,55,41,53,15
Dengue,Praia Grande,2024,24,202424,2024-06-16,88,87,52,36,39,41,8
Dengue,Praia Grande,2024,25,202425,2024-06-23,71,70,42,29,27,35,9
Dengue,Praia Grande,2024,26,202426,2024-06-30,48,47,25,23,15,24,9
Dengue,Praia Grande,2024,27,202427,2024-07-07,35,35,16,19,10,22,3
Dengue,Praia Grande,2024,28,202428,2024-07-14,23,23,12,11,6,13,4
Dengue,Praia Grande,2024,29,202429,2024-07-21,15,15,6,9,8,5,2
Dengue,Praia Grande,2024,30,202430,2024-07-28,8,8,4,4,2,4,2
Dengue,Praia Grande,2024,31,202431,2024-08-04,6,6,5,1,2,3,1
Dengue,Praia Grande,2024,32,202432,2024-08-11,3,3,1,2,1,2,0
Dengue,Praia Grande,2024,33,202433,2024-08-18,2,2,2,0,1,1,0
Dengue,Praia Grande,2024,34,202434,2024-08-25,1,1,1,0,1,0,0
Dengue,Praia Grande,2024,35,202435,2024-09-01,1,1,1,0,0,1,0
Dengue,Praia Grande,2024,36,202436,2024-09-08,1,1,0,1,0,1,0
Dengue,Praia Grande,2024,41,202441,2024-10-13,2,2,0,2,1,1,0
Dengue,Praia Grande,2024,44,202444,2024-11-03,1,1,0,1,1,0,0
Dengue,Praia Grande,2024,45,202445,2024-11-10,1,1,1,0,1,0,0
Dengue,Praia Grande,2024,47,202447,2024-11-24,1,1,0,1,0,1,0
Dengue,Praia Grande,2024,48,202448,2024-12-01,2,2,2,0,0,2,0
Dengue,Praia Grande,2024,49,202449,2024-12-08,3,3,2,1,2,1,0
Dengue,Praia Grande,2024,51,202451,2024-12-22,2,2,2,0,0,2,0
Dengue,Praia Grande,2025,1,202501,2025-01-05,1,0,1,0,0,1,0
Dengue,Praia Grande,2025,2,202502,2025-01-12,7,5,3,4,0,6,1
Dengue,Praia Grande,2025,3,202503,2025-01-19,7,5,6,1,1,5,1
Dengue,Praia Grande,2025,4,202504,2025-01-26,2,1,0,2,0,1,1
Dengue,Praia Grande,2025,5,202505,2025-02-02,10,10,4,6,2,8,0
Dengue,Praia Grande,2025,6,202506,2025-02-09,14,14,7,7,2,11,1
Dengue,Praia Grande,2025,7,202507,2025-02-16,21,21,13,8,3,16,2
Dengue,Praia Grande,2025,8,202508,2025-02-23,27,26,14,13,4,15,8
Dengue,Praia Grande,2025,9,202509,2025-03-02,57,55,31,26,18,32,7
Dengue,Praia Grande,2025,10,202510,2025-03-09,62,62,36,26,14,40,8
Dengue,Praia Grande,2025,11,202511,2025-03-16,59,59,37,22,12,40,7
Dengue,Praia Grande,2025,12,202512,2025-03-23,92,92,51,41,20,53,19
Dengue,Praia Grande,2025,13,202513,2025-03-30,114,114,55,59,40,63,11
Dengue,Praia Grande,2025,14,202514,2025-04-06,57,57,30,27,18,32,7
Dengue,Praia Grande,2025,15,202515,2025-04-13,98,96,54,44,20,56,22
Dengue,Praia Grande,2025,16,202516,2025-04-20,78,78,45,33,19,47,12
Dengue,Praia Grande,2025,17,202517,2025-04-27,79,78,40,39,18,48,13
Dengue,Praia Grande,2025,18,202518,2025-05-04,82,80,36,46,34,38,10
Dengue,Praia Grande,2025,19,202519,2025-05-11,75,74,38,37,25,33,17
Dengue,Praia Grande,2025,20,202520,2025-05-18,34,34,17,17,8,22,4
Dengue,Praia Grande,2025,21,202521,2025-05-25,65,63,36,29,24,30,11
Dengue,Praia Grande,2025,22,202522,2025-06-01,78,78,37,41,27,41,10
Dengue,Praia Grande,2025,23,202523,2025-06-08,47,47,20,27,16,31,0
Dengue,Praia Grande,2025,24,202524,2025-06-15,43,42,20,23,16,23,4
Dengue,Praia Grande,2025,25,202525,2025-06-22,18,17,11,7,5,12,1
Dengue,Praia Grande,2025,26,202526,2025-06-29,15,15,6,9,9,6,0
Dengue,Praia Grande,2025,27,202527,2025-07-06,14,14,9,5,5,7,2
Dengue,Praia Grande,2025,28,202528,2025-07-13,7,6,5,2,3,3,1
Dengue,Praia Grande,2025,29,202529,2025-07-20,3,2,3,0,0,3,0
Dengue,Praia Grande,2025,30,202530,2025-07-27,6,6,3,3,2,2,2
Dengue,Praia Grande,2025,31,202531,2025-08-03,4,4,3,1,0,4,0
Dengue,Praia Grande,2025,32,202532,2025-08-10,5,5,4,1,3,2,0
Dengue,Praia Grande,2025,33,202533,2025-08-17,4,3,3,1,0,4,0
Dengue,Praia Grande,2025,34,202534,2025-08-24,2,2,2,0,0,2,0
Dengue,Praia Grande,2025,36,202536,2025-09-07,1,1,0,1,0,1,0
Dengue,Praia Grande,2025,38,202538,2025-09-21,2,1,2,0,2,0,0
Dengue,Praia Grande,2025,39,202539,2025-09-28,1,1,1,0,0,1,0
Dengue,Praia Grande,2025,40,202540,2025-10-05,3,3,1,2,2,0,1
Dengue,Praia Grande,2025,41,202541,2025-10-12,3,3,3,0,0,3,0
Dengue,Praia Grande,2025,42,202542,2025-10-19,1,1,1,0,0,1,0
Dengue,Praia Grande,2025,45,202545,2025-11-09,4,4,3,1,3,1,0
Dengue,Praia Grande,2025,46,202546,2025-11-16,1,1,0,1,1,0,0
Dengue,Praia Grande,2025,47,202547,2025-11-23,2,2,2,0,1,0,1
Dengue,Praia Grande,2025,48,202548,2025-11-30,3,3,2,1,0,3,0
Dengue,Praia Grande,2025,49,202549,2025-12-07,1,1,0,1,1,0,0
Dengue,Praia Grande,2025,51,202551,2025-12-21,2,2,2,0,0,1,1
Dengue,Praia Grande,2026,2,202602,2026-01-11,3,3,2,1,1,1,1
Dengue,Praia Grande,2026,3,202603,2026-01-18,2,2,1,1,0,1,1
Dengue,Praia Grande,2026,4,202604,2026-01-25,1,1,1,0,1,0,0
Dengue,Praia Grande,2026,5,202605,2026-02-01,5,5,3,2,1,4,0
Dengue,Praia Grande,2026,6,202606,2026-02-08,6,5,2,4,0,5,1
Dengue,Praia Grande,2026,7,202607,2026-02-15,8,8,1,7,2,5,1
Dengue,Praia Grande,2026,8,202608,2026-02-22,9,9,6,3,2,7,0
Dengue,Praia Grande,2026,9,202609,2026-03-01,7,6,3,4,1,6,0
Dengue,Praia Grande,2026,10,202610,2026-03-08,7,6,5,2,1,5,1
Dengue,Praia Grande,2026,11,202611,2026-03-15,8,8,5,3,2,6,0
Dengue,Praia Grande,2026,12,202612,2026-03-22,7,7,4,3,4,3,0
Dengue,Praia Grande,2026,13,202613,2026-03-29,5,5,2,3,0,5,0
Dengue,Praia Grande,2026,14,202614,2026-04-05,4,4,1,3,1,2,1
Dengue,Praia Grande,2026,15,202615,2026-04-12,5,4,0,5,1,4,0
Dengue,Praia Grande,2026,16,202616,2026-04-19,6,6,5,1,1,4,1
Dengue,Praia Grande,2026,17,202617,2026-04-26,8,8,5,3,2,4,2
Dengue,Praia Grande,2026,18,202618,2026-05-03,4,4,3,1,3,1,0
Dengue,Praia Grande,2026,20,202620,2026-05-17,3,3,2,1,1,2,0
Dengue,Praia Grande,2026,21,202621,2026-05-24,3,3,1,2,0,2,1
Dengue,Praia Grande,2026,22,202622,2026-05-31,5,5,2,3,2,3,0
Dengue,Praia Grande,2026,23,202623,2026-06-07,3,3,1,2,1,1,1
Dengue,Praia Grande,2026,24,202624,2026-06-14,1,0,0,1,1,0,0
Dengue,Praia Grande,2026,25,202625,2026-06-21,1,1,0,1,0,1,0
Dengue,Praia Grande,2026,28,202628,2026-07-12,3,2,2,1,0,2,1
Dengue,Praia Grande,2026,30,202630,2026-07-26,4,4,2,2,0,4,0
Dengue,Praia Grande,2026,31,202631,2026-08-02,2,0,0,2,0,1,1
Dengue,Praia Grande,2026,33,202633,2026-08-16,2,2,1,1,0,2,0
Dengue,Santos,2021,1,202101,2021-01-03,10,2,9,1,5,3,2
Dengue,Santos,2021,2,202102,2021-01-10,41,15,22,19,22,17,2
Dengue,Santos,2021,3,202103,2021-01-17,83,23,45,38,40,39,4
Dengue,Santos,2021,4,202104,2021-01-24,79,30,38,41,40,32,7
Dengue,Santos,2021,5,202105,2021-01-31,189,53,101,88,81,85,23
Dengue,Santos,2021,6,202106,2021-02-07,262,57,155,107,68,156,38
Dengue,Santos,2021,7,202107,2021-02-14,634,175,351,282,190,339,105
Dengue,Santos,2021,8,202108,2021-02-21,642,194,343,298,175,354,113
Dengue,Santos,2021,9,202109,2021-02-28,956,255,542,414,262,535,159
Dengue,Santos,2021,10,202110,2021-03-07,1284,347,731,553,346,724,214
Dengue,Santos,2021,11,202111,2021-03-14,1606,459,893,713,398,956,252
Dengue,Santos,2021,12,202112,2021-03-21,1680,481,903,777,399,1005,276
Dengue,Santos,2021,13,202113,2021-03-28,1511,420,820,689,355,898,258
Dengue,Santos,2021,14,202114,2021-04-04,1564,400,869,695,330,956,278
Dengue,Santos,2021,15,202115,2021-04-11,1409,448,810,599,363,795,251
Dengue,Santos,2021,16,202116,2021-04-18,1226,403,694,532,301,708,217
Dengue,Santos,2021,17,202117,2021-04-25,1053,361,568,485,280,580,193
Dengue,Santos,2021,18,202118,2021-05-02,755,255,426,329,180,469,106
Dengue,Santos,2021,19,202119,2021-05-09,515,149,287,228,121,297,97
Dengue,Santos,2021,20,202120,2021-05-16,645,148,379,266,137,378,130
Dengue,Santos,2021,21,202121,2021-05-23,401,109,231,170,123,217,61
Dengue,Santos,2021,22,202122,2021-05-30,288,93,161,125,101,151,36
Dengue,Santos,2021,23,202123,2021-06-06,247,73,144,103,83,130,34
Dengue,Santos,2021,24,202124,2021-06-13,207,42,125,82,57,119,31
Dengue,Santos,2021,25,202125,2021-06-20,138,34,82,56,41,80,17
Dengue,Santos,2021,26,202126,2021-06-27,149,37,76,73,41,82,26
Dengue,Santos,2021,27,202127,2021-07-04,89,22,53,36,19,54,16
Dengue,Santos,2021,28,202128,2021-07-11,108,21,56,52,30,61,17
Dengue,Santos,2021,29,202129,2021-07-18,81,16,46,35,20,51,10
Dengue,Santos,2021,30,202130,2021-07-25,60,7,33,27,15,40,5
Dengue,Santos,2021,31,202131,2021-08-01,50,11,30,20,11,33,6
Dengue,Santos,2021,32,202132,2021-08-08,48,11,31,17,15,29,4
Dengue,Santos,2021,33,202133,2021-08-15,51,8,32,19,17,29,5
